OME Sample Name	Sample_ID	Sample Niskin_flag	Rep_Chem_Bottle	Rep Chem Bottle Niskin Flag	EXPOCODE	Cruise_ID	Section_ID	Station_ID	Cast_number	Niskin_Bottle_No	Niskin_ID	Niskin_flag	Line_ID	SMM_Line#	Date_UTC	Year_UTC	Month_UTC	Day_UTC	Time_UTC	Yearday_UTC	Date_local	Time_local	Local_Sunrise	Local_Sunset	Time_after_SunriseSunset	day_night	Latitude	Longitude	Depth_bottom	CTDPRES	Depth	Altitude	CTDTEMP_ITS90	CTDSAL_PSS78	CTDSAL_flag	Salinity_PSS78	Salinity_flag	Sigma_theta	CTDOXY	CTDOXY_flag	Oxygen_djg	Oxygen	Oxygen_flag	DIC	DIC_flag	TA	TA_flag	pH_T_measured	TEMP_pH	pH_flag	Carbonate_measured	TEMP_Carbonate	Carbonate_flag	Silicate	Silicate_flag	Phosphate	Phosphate_flag	Nitrate	Nitrate_flag	Nitrite	Nitrite_flag	Ammonium	Ammonium_flag	Fluorometer	Chl_a	Chl_a_flag	Methane_CH4	Methane_CH4_flag	SYNECHOCOCCUS	SYNECHOCOCCUS_FLAG	EUK_PHYTOPLANKTON	EUK_PHYTOPLANKTON_FLAG	LARGE_DIATOM	LARGE_DIATOM_FLAG	CRYPTOPHYTE	CRYPTOPHYTE_FLAG	BACTERIA	BACTERIA_FLAG	BACTERIA_HNA	BACTERIA_HNA_FLAG	BACTERIA_LNA	BACTERIA_LNA_FLAG	½Ca out	½Ar out	Extraction ng/µL	Total Extracted DNA (ng)	Volume filtered (mL)	Extraction Yield (ng DNA/L water sampled)	Target Depth	Notes
n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	mm/dd/yy	yyyy	n.a.	n.a.	hh:mm:ss	n.a.	mm/dd/yy	hh:mm:ss	hh:mm:ss	hh:mm:ss	hr	n.a.	decimal degrees	decimal degrees	m	dbar	m	m	deg_C	n.a.	n.a.	n.a.	n.a.	n.a.	umol/kg	n.a.	umol/kg	mg/L	n.a.	umol/kg	n.a.	umol/kg	n.a.	n.a.	deg_C	n.a.	umol/kg	deg_C	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	V4 volts	ug/L	n.a.	nmol/L	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	ML	n.a.	ML	n.a.	ML	n.a.	n.a.	n.a.	ng/µL	ng	mL	ng DNA/L water	n.a.	n.a.
E508	350104	2	350104	2	33RO20210613	WCOA2021	CR50	35	1	4	11058	2	5	4	7/1/21	2021	7	1	2:24:31 PM	182.6	7/1/21	6:24:31 AM	4:33:00 AM	8:15:00 PM	1.9	day	46.127	-125.189	1361	1000.8	990.2	370.8	3.686	34.395	2	NA	9	27.34	14.4	2	12.7	0.416	2	2370.5	6	2364.7	2	7.2931	24.98	2	46.49830296	24.975	2	128	2	3.28	2	43.8	2	0.03	2	0.04	2	0.04	NA	9	0	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.782805288	0.499080471			1000	NA	3rd bottom	
E509	350107	2	350107	2	33RO20210613	WCOA2021	CR50	35	1	7	11004	2	5	4	7/1/21	2021	7	1	2:46:04 PM	182.615	7/1/21	6:46:04 AM	4:33:00 AM	8:15:00 PM	2.2	day	46.127	-125.19	1361	400.2	396.6	964.4	5.305	33.981	2	NA	9	26.84	64.8	2	64.2	2.111	2	2285.6	2	2286.2	2	7.3232	24.98	2	47.4450218	24.975	2	73.2	2	2.81	2	38.4	2	0.02	2	0.05	2	0.04	NA	9	2.315	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.916779989	0.58088735			1000	NA	400 m	
E510	350109	2	350109	2	33RO20210613	WCOA2021	CR50	35	1	9	12052	2	5	4	7/1/21	2021	7	1	2:57:06 PM	182.623	7/1/21	6:57:06 AM	4:33:00 AM	8:15:00 PM	2.4	day	46.126	-125.19	1361	200.3	198.6	1162.4	7.303	33.914	2	NA	9	26.52	132.3	2	130.2	4.278	2	2211.3	2	2263.9	2	7.4701	24.98	2	64.2224317	24.975	2	42.1	2	2.12	2	28.9	2	0.03	2	0.04	2	0.04	NA	9	3.375	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.412723589	0.895245405			1000	NA	200 m	
E511	350113	2	350112	2	33RO20210613	WCOA2021	CR50	35	1	13	11054	2	5	4	7/1/21	2021	7	1	3:08:14 PM	182.631	7/1/21	7:08:14 AM	4:33:00 AM	8:15:00 PM	2.6	day	46.126	-125.191	1361	100.4	99.6	1261.4	8.294	32.994	2	NA	9	25.66	201.5	2	202.2	6.637	2	2125.3	2	2206.9	2	7.5827	24.98	2	76.45097018	24.86	2	21.5	2	1.64	2	19.2	2	0.04	2	0.04	2	0.04	NA	9	5.346	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.747729339	1.105729449			1000	NA	100 m	
E512	350116	2	350116	2	33RO20210613	WCOA2021	CR50	35	1	16	11032	2	5	4	7/1/21	2021	7	1	3:17:11 PM	182.637	7/1/21	7:17:11 AM	4:33:00 AM	8:15:00 PM	2.7	day	46.126	-125.191	1361	49.7	49.3	1311.7	9.095	32.261	2	NA	9	24.96	300.5	2	299.4	9.82	2	2017.9	2	2168.4	2	7.789	24.98	2	113.7962086	24.86	2	5	2	0.87	2	3.9	2	0.42	2	0.19	2	0.11	0.8	2	4.315	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	2.655521249	1.67844854			1000	NA	DCM	
E513	350121	2	350121	2	33RO20210613	WCOA2021	CR50	35	1	21	11062	2	5	4	7/1/21	2021	7	1	3:26:50 PM	182.644	7/1/21	7:26:50 AM	4:33:00 AM	8:15:00 PM	2.9	day	46.126	-125.191	1361	10.4	10.3	1350.7	15.846	31.892	2	NA	9	23.39	267.7	2	260.6	8.533	2	1956.5	2	2153.5	2	7.908	24.98	2	143.0115368	24.86	2	0.9	2	0.37	2	0	2	0.03	2	0.05	2	0.05	NA	9	4.803	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.425687629	2.190531975			1000	NA	2nd surface	
E514	350124	2	350122	2	33RO20210613	WCOA2021	CR50	35	1	24	11001	2	5	4	7/1/21	2021	7	1	3:28:53 PM	182.645	7/1/21	7:28:53 AM	4:33:00 AM	8:15:00 PM	2.9	day	46.126	-125.191	1361	4.1	4.1	1356.9	16.438	31.64	2	NA	9	23.07	260.1	2	256.4	8.394	6	1951.5	6	2150.9	2	7.9136	24.98	2	137.3252156	24.86	2	0.9	2	0.37	2	0	2	0.02	2	0.06	2	0.05	0.2	2	3.459	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.48174157	2.227734208			1000	NA	surface	
E516	360102	2	360101	2	33RO20210613	WCOA2021	C77	36	1	2	11081	2	4	5	7/1/21	2021	7	1	11:21:33 PM	182.973	7/1/21	3:21:33 PM	4:32:00 AM	8:23:00 PM	10.8	day	47.118	-126.087	2482	2507.5	2471.9	10.1	1.762	34.637	2	34.666	6	27.71	76.6	2	76.8	2.525	6	2391.6	2	2437.5	2	7.4456	24.96	2	NA	NA	9	192.2	6	3	6	39.6	6	0.04	6	0.04	6	0.04	NA	9	1.671	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.822475326	0.533394261			1000	NA	bottom	
E517	360103	2	360103	2	33RO20210613	WCOA2021	C77	36	1	3	11020	2	4	5	7/1/21	2021	7	1	11:37:26 PM	182.984	7/1/21	3:37:26 PM	4:32:00 AM	8:23:00 PM	11.1	day	47.118	-126.087	2482	2001	1974.9	507.1	1.952	34.595	2	NA	9	27.66	63	2	64.1	2.109	2	2386.7	2	2418.3	2	7.4052	24.96	6	NA	NA	9	176.6	6	3.02	6	41.3	6	0.04	6	0.04	6	0.04	NA	9	1.521	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.826671554	0.532846158			1000	NA	2nd bottom	
E518	360113	2	360113	2	33RO20210613	WCOA2021	C77	36	1	13	11054	2	4	5	7/2/21	2021	7	2	12:34:50 AM	183.024	7/1/21	4:34:50 PM	4:32:00 AM	8:23:00 PM	12.0	day	47.118	-126.086	2482	99.9	99	2383.0	7.762	32.959	2	NA	9	25.70	215.1	2	217.3	7.133	2	2112.7	2	2204.6	2	7.6066	24.96	2	NA	NA	9	20.8	2	1.59	2	18.6	2	0.04	2	0.04	2	0.04	NA	9	4.234	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.864170764	1.178413782			1000	NA	100 m	
E519	360123	2	360122	2	33RO20210613	WCOA2021	C77	36	1	23	11061	2	4	5	7/2/21	2021	7	2	12:51:48 AM	183.036	7/1/21	4:51:48 PM	4:32:00 AM	8:23:00 PM	12.3	day	47.118	-126.085	2482	3.9	3.9	2478.1	16.203	32.034	2	32.0429	3	23.42	263	2	263	8.613	6	1967.9	2	2162.7	6	7.8922	24.96	2	NA	NA	9	0.8	2	0.45	2	0	2	0.04	2	0.04	2	0.05	0.2	2	3.412	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.402979456	2.178342343			1000	NA	surface	
E520.1B	370101	2	370101	2	33RO20210613	WCOA2021	C41	37	1	1	11031	2	4	5	7/2/21	2021	7	2	5:34:19 AM	183.232	7/1/21	9:34:19 PM	4:29:00 AM	8:19:00 PM	1.3	night	47.116	-125.197	1558	1566.8	1548	10.0	2.559	34.53	2	NA	9	27.56	37.8	2	38.4	1.262	6	2389.6	6	2401.5	6	7.3506	24.91	2	NA	NA	9	158.8	6	3.16	6	43	6	0	6	0.05	6	0.04	NA	9	3.165	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.789055313	0.50611351			1000	NA	bottom	
E520.2B	370102	2	370101	2	33RO20210613	WCOA2021	C41	37	1	2	11081	2	4	5	7/2/21	2021	7	2	5:34:22 AM	183.232	7/1/21	9:34:22 PM	4:29:00 AM	8:19:00 PM	1.3	night	47.116	-125.197	1558	1565.5	1546.7	11.3	2.559	34.53	2	NA	9	27.56	37.7	2	38.4	1.262	6	2389.6	6	2401.5	6	7.3506	24.91	2	NA	NA	9	158.8	6	3.16	6	43	6	0	6	0.05	6	0.04	NA	9	3.165	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.789055313	0.50611351			1000	NA	bottom	
E520.3B	370103	2	370101	2	33RO20210613	WCOA2021	C41	37	1	3	11020	2	4	5	7/2/21	2021	7	2	5:34:36 AM	183.232	7/1/21	9:34:36 PM	4:29:00 AM	8:19:00 PM	1.3	night	47.116	-125.197	1558	1566.8	1548	10.0	2.558	34.53	2	NA	9	27.56	37.8	2	38.4	1.262	6	2389.6	6	2401.5	6	7.3506	24.91	2	NA	NA	9	158.8	6	3.16	6	43	6	0	6	0.05	6	0.04	NA	9	3.165	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.789055313	0.50611351			1000	NA	bottom	
E521	370104	2	370104	2	33RO20210613	WCOA2021	C41	37	1	4	11058	2	4	5	7/2/21	2021	7	2	5:46:44 AM	183.241	7/1/21	9:46:44 PM	4:29:00 AM	8:19:00 PM	1.5	night	47.116	-125.197	1558	1000.1	989.4	568.6	3.734	34.38	2	34.3821	2	27.33	15.5	2	14.4	0.473	2	2370.1	2	2364.5	2	7.2948	24.91	6	NA	NA	9	126.6	6	3.26	6	43.7	6	0	6	0.04	6	0.04	NA	9	3.219	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.784393573	0.500100687			1000	NA	2nd bottom	
E522.1B	370112	2	370112	2	33RO20210613	WCOA2021	C41	37	1	12	11026	2	4	5	7/2/21	2021	7	2	6:25:06 AM	183.267	7/1/21	10:25:06 PM	4:29:00 AM	8:19:00 PM	2.1	night	47.116	-125.197	1558	100.3	99.4	1458.6	7.645	33.582	2	NA	9	26.19	149.2	2	150.5	4.941	2	2184.2	2	2239.3	2	7.4889	24.91	2	NA	NA	9	33.4	2	2.01	2	26.2	2	0.01	2	0.05	2	0.04	NA	9	1.042	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.46114915	0.924690657			1000	NA	100 m	
E522.2T	370113	2	370112	2	33RO20210613	WCOA2021	C41	37	1	13	11054	2	4	5	7/2/21	2021	7	2	6:25:11 AM	183.267	7/1/21	10:25:11 PM	4:29:00 AM	8:19:00 PM	2.1	night	47.116	-125.197	1558	100.7	99.8	1458.2	7.655	33.577	2	NA	9	26.19	149.7	2	150.5	4.941	2	2184.2	2	2239.3	2	7.4889	24.91	2	NA	NA	9	33.4	2	2.01	2	26.2	2	0.01	2	0.05	2	0.04	NA	9	1.042	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.46114915	0.924690657			1000	NA	100 m	
E522.3T	370113	2	370112	2	33RO20210613	WCOA2021	C41	37	1	13	11054	2	4	5	7/2/21	2021	7	2	6:25:11 AM	183.267	7/1/21	10:25:11 PM	4:29:00 AM	8:19:00 PM	2.1	night	47.116	-125.197	1558	100.7	99.8	1458.2	7.655	33.577	2	NA	9	26.19	149.7	2	150.5	4.941	2	2184.2	2	2239.3	2	7.4889	24.91	2	NA	NA	9	33.4	2	2.01	2	26.2	2	0.01	2	0.05	2	0.04	NA	9	1.042	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.46114915	0.924690657			1000	NA	100 m	
E523.1B	370122	2	370122	2	33RO20210613	WCOA2021	C41	37	1	22	11024	2	4	5	7/2/21	2021	7	2	6:42:43 AM	183.28	7/1/21	10:42:43 PM	4:29:00 AM	8:19:00 PM	2.4	night	47.116	-125.198	1558	3.9	3.8	1554.2	15.921	31.808	2	NA	9	23.31	273.4	2	271.4	8.888	6	1935.1	2	2152.8	2	7.9548	24.91	2	NA	NA	9	2.5	2	0.35	2	0	2	0	2	0.03	2	0.05	0.4	2	3.733	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.743393051	2.393392978			1000	NA	surface	
E523.2B	370123	2	370122	2	33RO20210613	WCOA2021	C41	37	1	23	11061	2	4	5	7/2/21	2021	7	2	6:42:47 AM	183.28	7/1/21	10:42:47 PM	4:29:00 AM	8:19:00 PM	2.4	night	47.116	-125.198	1558	4	4	1554.0	15.924	31.807	2	NA	9	23.31	272	2	271.4	8.888	6	1935.1	2	2152.8	2	7.9548	24.91	2	NA	NA	9	2.5	2	0.35	2	0	2	0	2	0.03	2	0.06	0.4	2	3.733	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.743393051	2.393392978			1000	NA	surface	
E523.3B	370124	2	370122	2	33RO20210613	WCOA2021	C41	37	1	24	11001	2	4	5	7/2/21	2021	7	2	6:42:50 AM	183.28	7/1/21	10:42:50 PM	4:29:00 AM	8:19:00 PM	2.4	night	47.115	-125.198	1558	3.9	3.9	1554.1	15.924	31.807	2	NA	9	23.31	272	2	271.4	8.888	6	1935.1	2	2152.8	2	7.9548	24.91	2	NA	NA	9	2.5	2	0.35	2	0	2	0	2	0.03	2	0.05	0.4	2	3.733	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.743393051	2.393392978			1000	NA	surface	
E524	380102	2	380101	2	33RO20210613	WCOA2021	C35	38	1	2	11081	2	4	5	7/2/21	2021	7	2	11:04:03 AM	183.461	7/2/21	3:04:03 AM	4:29:00 AM	8:19:00 PM	6.8	night	47.116	-125.054	1089	1088.8	1077	12.0	3.558	34.408	2	34.4092	2	27.37	18	2	15.1	0.498	6	2371.7	2	2370.6	2	7.3099	24.88	2	NA	NA	9	131.1	6	3.25	6	43.6	6	0	6	0.02	6	0.04	NA	9	6.49	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.795224174	0.507499741			1000	NA	bottom	
E525	380103	2	380103	2	33RO20210613	WCOA2021	C35	38	1	3	11020	2	4	5	7/2/21	2021	7	2	11:08:39 AM	183.464	7/2/21	3:08:39 AM	4:29:00 AM	8:19:00 PM	6.8	night	47.115	-125.054	1089	1000.9	990.2	98.8	3.685	34.386	2	NA	9	27.34	17.1	2	12.9	0.424	2	2369.2	6	2366.9	2	7.298	24.88	6	NA	NA	9	127.5	6	3.25	6	43.6	6	0	6	0.02	6	0.04	NA	9	4.726	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.804117056	0.512659855			1000	NA	2nd bottom	
E526	380113	2	380112	2	33RO20210613	WCOA2021	C35	38	1	13	11054	2	4	5	7/2/21	2021	7	2	11:49:23 AM	183.493	7/2/21	3:49:23 AM	4:29:00 AM	8:19:00 PM	7.5	night	47.115	-125.056	1089	100.9	100	989.0	7.553	33.77	2	NA	9	26.37	119.3	2	118.8	3.901	2	2211.8	2	2247.9	2	7.4308	24.88	2	NA	NA	9	39.6	2	2.2	2	29.5	2	0	2	0.02	2	0.04	NA	9	5.343	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.275601582	0.807453668			1000	NA	100 m	
E527	380123	2	380121	2	33RO20210613	WCOA2021	C35	38	1	23	11061	2	4	5	7/2/21	2021	7	2	12:09:17 PM	183.506	7/2/21	4:09:17 AM	4:29:00 AM	8:19:00 PM	7.8	night	47.114	-125.057	1089	3.9	3.8	1085.2	16.114	31.575	2	NA	9	23.09	281.7	2	281.8	9.225	6	1905	2	2157.4	6	8.0257	24.88	2	NA	NA	9	2.7	2	0.22	2	0	2	0	2	0.05	2	0.07	0.8	2	3.853	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.290409957	2.742680284			1000	NA	surface	
E528	390102	2	390101	2	33RO20210613	WCOA2021	C32	39	1	2	11081	2	4	5	7/2/21	2021	7	2	1:29:39 PM	183.562	7/2/21	5:29:39 AM	4:29:00 AM	8:18:00 PM	1.0	day	47.115	-124.982	403	395.2	391.6	11.4	6.161	34.028	2	34.0374	2	26.77	58.8	2	57.8	1.898	6	2279.1	6	2285.7	2	7.3322	24.86	2	NA	NA	9	66	6	2.73	6	36.5	6	0.09	6	0.07	6	0.04	NA	9	9.247	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.966631239	0.613153462			1000	NA	bottom	
E529	390104	2	390104	2	33RO20210613	WCOA2021	C32	39	1	4	11058	2	4	5	7/2/21	2021	7	2	1:33:21 PM	183.565	7/2/21	5:33:21 AM	4:29:00 AM	8:18:00 PM	1.1	day	47.115	-124.982	403	301.1	298.4	104.6	6.594	33.992	2	NA	9	26.68	65.9	2	65.6	2.154	2	2266.6	2	2277.2	2	7.3389	24.86	6	NA	NA	9	60.4	2	2.64	2	34.8	2	0.1	2	0.08	2	0.04	NA	9	12.396	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.015987814	0.644068078			1000	NA	2nd bottom	
E530	390110	2	390109	2	33RO20210613	WCOA2021	C32	39	1	10	11067	2	4	5	7/2/21	2021	7	2	1:47:38 PM	183.575	7/2/21	5:47:38 AM	4:29:00 AM	8:18:00 PM	1.3	day	47.115	-124.982	403	102.8	101.9	301.1	7.464	33.853	2	NA	9	26.45	100.6	2	95.7	3.144	2	2229.2	2	2257	2	7.3974	24.86	2	NA	NA	9	43.8	2	2.31	2	30.9	2	0.1	2	0.08	2	0.04	NA	9	7.818	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.201824752	0.760790167			1000	NA	100 m	
E531	390121	2	390119	2	33RO20210613	WCOA2021	C32	39	1	21	11062	2	4	5	7/2/21	2021	7	2	2:09:12 PM	183.59	7/2/21	6:09:12 AM	4:29:00 AM	8:18:00 PM	1.7	day	47.115	-124.982	403	3.7	3.6	399.4	16.213	31.557	2	31.9959	2	23.05	279.8	2	278.8	9.127	6	1905.7	2	2157.2	2	8.0253	24.86	2	NA	NA	9	3.1	2	0.21	2	0	2	0.11	2	0.11	2	0.07	0.9	2	4.684	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.279472558	2.736121205			1000	NA	surface	
E532	400102	2	400101	2	33RO20210613	WCOA2021	C26	40	1	2	11081	2	4	5	7/2/21	2021	7	2	3:27:29 PM	183.644	7/2/21	7:27:29 AM	4:28:00 AM	8:18:00 PM	3.0	day	47.113	-124.824	140	131.2	130.1	9.9	6.734	33.972	2	33.9865	2	26.65	44.3	2	44.2	1.452	2	2282.6	2	2277	6	7.2801	24.95	2	NA	NA	9	67.2	2	2.81	2	34.9	2	0.37	2	0.07	2	0.04	NA	9	55.814	6	926	2	808	2	61.4	2	0	2	1210000	2	875000	2	174000	2	0.935459661	0.591898632			1000	NA	bottom	
E533	400103	2	400103	2	33RO20210613	WCOA2021	C26	40	1	3	11020	2	4	5	7/2/21	2021	7	2	3:31:03 PM	183.647	7/2/21	7:31:03 AM	4:28:00 AM	8:18:00 PM	3.1	day	47.113	-124.824	140	99.9	99.1	40.9	7.109	33.923	2	NA	9	26.56	50.9	2	48.8	1.602	2	2271.6	2	2263.5	2	7.2749	24.95	6	NA	NA	9	56.9	2	2.69	2	34.9	2	0.09	2	0.07	2	0.04	NA	9	19.98	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.920565795	0.582509279			1000	NA	2nd bottom	
E534	400106	2	400106	2	33RO20210613	WCOA2021	C26	40	1	6	11082	2	4	5	7/2/21	2021	7	2	3:37:39 PM	183.651	7/2/21	7:37:39 AM	4:28:00 AM	8:18:00 PM	3.2	day	47.113	-124.824	140	60.3	59.7	80.3	7.592	33.539	2	NA	9	26.19	124.9	2	130.9	4.299	2	2199.4	2	2235.7	2	7.4301	24.95	2	NA	NA	9	36.4	2	2.15	2	27.8	2	0.25	2	0.24	2	0.04	NA	9	7.117	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.283582564	0.811794847			1000	NA	mid	
E535	400116	2	400114	2	33RO20210613	WCOA2021	C26	40	1	16	11032	2	4	5	7/2/21	2021	7	2	3:53:25 PM	183.662	7/2/21	7:53:25 AM	4:28:00 AM	8:18:00 PM	3.4	day	47.113	-124.824	140	3.6	3.6	136.4	15.754	31.845	2	31.8537	2	23.38	291	2	295.5	9.678	6	1926.8	2	2166.6	2	7.9943	24.95	2	NA	NA	9	3.8	2	0.28	2	0	2	0.12	2	0.14	2	0.07	0.8	2	4.863	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.085197088	2.611227417			1000	NA	surface	
E536	410102	2	410101	2	33RO20210613	WCOA2021	C19	41	1	2	11081	2	4	5	7/2/21	2021	7	2	5:24:44 PM	183.726	7/2/21	9:24:44 AM	4:27:00 AM	8:17:00 PM	5.0	day	47.116	-124.645	93	83.5	82.8	10.2	7.141	33.923	2	33.9283	2	26.55	47.5	2	44.2	1.452	6	2278	6	2266.8	6	7.273	24.96	2	NA	NA	9	64	2	2.74	2	33.7	2	0.15	2	0.08	2	0.05	NA	9	46.176	6	5420	2	695	2	145	2	0	2	1240000	2	872000	2	203000	2	0.904636505	0.572341879			1000	NA	bottom	
E537	410103	2	410103	2	33RO20210613	WCOA2021	C19	41	1	3	11020	2	4	5	7/2/21	2021	7	2	5:28:33 PM	183.728	7/2/21	9:28:33 AM	4:27:00 AM	8:17:00 PM	5.0	day	47.116	-124.645	93	59.6	59.1	33.9	7.409	33.844	2	NA	9	26.45	82.3	2	81	2.662	2	2245.6	2	2258.2	2	7.3485	24.96	6	NA	NA	9	47.5	6	2.44	6	32.3	6	0.11	6	0.07	6	0.04	NA	9	34.276	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.084069449	0.68583171			1000	NA	2nd bottom	
E538	410106	2	410106	2	33RO20210613	WCOA2021	C19	41	1	6	11082	2	4	5	7/2/21	2021	7	2	5:33:21 PM	183.731	7/2/21	9:33:21 AM	4:27:00 AM	8:17:00 PM	5.1	day	47.116	-124.645	93	41.2	40.8	52.2	7.636	33.497	2	NA	9	26.15	99.1	2	97.8	3.211	2	2219.2	2	2234.1	2	7.3539	24.96	2	NA	NA	9	36.2	2	2.33	2	29.8	2	0.46	2	0.09	2	0.04	NA	9	20.884	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.097399131	0.69387186			1000	NA	mid	
E539	410114	2	410112	2	33RO20210613	WCOA2021	C19	41	1	14	11011	2	4	5	7/2/21	2021	7	2	5:45:25 PM	183.74	7/2/21	9:45:25 AM	4:27:00 AM	8:17:00 PM	5.3	day	47.116	-124.645	93	3.2	3.2	89.8	16.834	31.591	2	31.5996	2	22.94	282.5	2	280.5	9.182	6	1888.8	2	2180.1	6	8.0916	24.96	2	NA	NA	9	1	2	0.1	2	0	2	0.11	2	0.08	2	0.06	0.6	2	5.172	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.925980997	3.154363089			1000	NA	surface	
E540	420102	2	420101	2	33RO20210613	WCOA2021	C8	42	1	2	11081	2	4	5	7/2/21	2021	7	2	7:32:52 PM	183.814	7/2/21	11:32:52 AM	4:26:00 AM	8:16:00 PM	7.1	day	47.118	-124.382	50	40.8	40.5	9.5	7.456	33.718	2	33.7226	2	26.35	45.2	2	45	1.479	6	2269.6	6	2250.5	2	7.2372	25.06	2	NA	NA	9	60.1	2	2.73	2	32.2	2	0.3	2	0.08	2	0.14	3.3	2	35.233	6	13150	2	2150	2	458	2	0	2	2470000	2	1730000	2	475000	2	0.855842664	0.541233979			1000	NA	bottom	
E541	420106	2	420104	2	33RO20210613	WCOA2021	C8	42	1	6	11082	2	4	5	7/2/21	2021	7	2	7:38:08 PM	183.818	7/2/21	11:38:08 AM	4:26:00 AM	8:16:00 PM	7.2	day	47.118	-124.382	50	20.2	20	30.0	11.838	32.276	2	NA	9	24.50	230.5	2	208.5	6.836	2	2067.2	2	2196.2	2	7.7166	25.06	2	NA	NA	9	8.7	2	0.82	2	3.8	2	0.32	2	1.81	2	0.09	NA	9	35.72	2	175500	2	6340	2	561	2	105	2	7630000	2	4480000	2	2250000	2	2.422724373	1.538326168			1000	NA	mid	
E542	420110	2	420109	2	33RO20210613	WCOA2021	C8	42	1	10	11067	2	4	5	7/2/21	2021	7	2	7:43:33 PM	183.822	7/2/21	11:43:33 AM	4:26:00 AM	8:16:00 PM	7.3	day	47.118	-124.381	50	4.2	4.2	45.8	16.831	27.149	2	NA	9	19.54	330.1	2	345.1	11.256	6	1705.7	2	1986.8	6	8.172	25.06	3	NA	NA	9	0.7	2	0.1	2	0	2	0.13	2	0.09	2	0.21	NA	9	15.687	2	35300	2	7190	2	3010	2	0	2	2780000	2	1340000	2	891000	2	4.91072514	3.093971417			1000	NA	surface	
E543	430102	2	430101	2	33RO20210613	WCOA2021	C2.5	43	1	2	11081	2	4	5	7/2/21	2021	7	2	8:48:14 PM	183.867	7/2/21	12:48:14 PM	4:26:00 AM	8:15:00 PM	8.4	day	47.115	-124.247	27	17.6	17.4	9.6	14.855	31.377	2	NA	9	23.21	283	2	279.4	9.15	6	1928.5	3	2139.7	2	7.9747	25.01	2	NA	NA	9	1.6	2	0.23	2	0	2	0.14	2	0.44	2	0.15	3.1	2	15.441	6	39700	2	2680	2	665	2	0	2	3980000	2	2100000	2	1080000	2	3.627341868	2.310980466			1000	NA	15	
