OME Sample Name	Sample_ID	Sample Niskin_flag	Rep_Chem_Bottle	Rep Chem Bottle Niskin Flag	EXPOCODE	Cruise_ID	Section_ID	Station_ID	Cast_number	Niskin_Bottle_No	Niskin_ID	Niskin_flag	Line_ID	SMM_Line#	Date_UTC	Year_UTC	Month_UTC	Day_UTC	Time_UTC	Yearday_UTC	Date_local	Time_local	Local_Sunrise	Local_Sunset	Time_after_SunriseSunset	day_night	Latitude	Longitude	Depth_bottom	CTDPRES	Depth	Altitude	CTDTEMP_ITS90	CTDSAL_PSS78	CTDSAL_flag	Salinity_PSS78	Salinity_flag	Sigma_theta	CTDOXY	CTDOXY_flag	Oxygen_djg	Oxygen	Oxygen_flag	DIC	DIC_flag	TA	TA_flag	pH_T_measured	TEMP_pH	pH_flag	Carbonate_measured	TEMP_Carbonate	Carbonate_flag	Silicate	Silicate_flag	Phosphate	Phosphate_flag	Nitrate	Nitrate_flag	Nitrite	Nitrite_flag	Ammonium	Ammonium_flag	Fluorometer	Chl_a	Chl_a_flag	Methane_CH4	Methane_CH4_flag	SYNECHOCOCCUS	SYNECHOCOCCUS_FLAG	EUK_PHYTOPLANKTON	EUK_PHYTOPLANKTON_FLAG	LARGE_DIATOM	LARGE_DIATOM_FLAG	CRYPTOPHYTE	CRYPTOPHYTE_FLAG	BACTERIA	BACTERIA_FLAG	BACTERIA_HNA	BACTERIA_HNA_FLAG	BACTERIA_LNA	BACTERIA_LNA_FLAG	½Ca out	½Ar out	Extraction ng/µL	Total Extracted DNA (ng)	Volume filtered (mL)	Extraction Yield (ng DNA/L water sampled)	Target Depth	Notes
n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	mm/dd/yy	yyyy	n.a.	n.a.	hh:mm:ss	n.a.	mm/dd/yy	hh:mm:ss	hh:mm:ss	hh:mm:ss	hr	n.a.	decimal degrees	decimal degrees	m	dbar	m	m	deg_C	n.a.	n.a.	n.a.	n.a.	n.a.	umol/kg	n.a.	umol/kg	mg/L	n.a.	umol/kg	n.a.	umol/kg	n.a.	n.a.	deg_C	n.a.	umol/kg	deg_C	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	V4 volts	ug/L	n.a.	nmol/L	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	ML	n.a.	ML	n.a.	ML	n.a.	n.a.	n.a.	ng/µL	ng	mL	ng DNA/L water	n.a.	n.a.
E835	1190103	2	1190104	2	33RO20210613	WCOA2021	SB3	119	1	3	11020	2	16	13.5	7/19/21	2021	7	19	2:57:55 AM	200.124	7/18/21	6:57:55 PM	5:01:00 AM	7:11:00 PM	13.9	day	34.312	-120.126	524	500.4	496.3	27.7	6.682	34.246	2	34.2493	2	NA	3.5	2	2.8	0.092	2	2342.8	2	2320.3	2	7.2665	25.12	6	43.75429652	24.935	6	99.8	2	3.61	2	22.9	2	0.02	2	0.03	2	NA	NA	9	6.336	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.779643733	0.495716748			1000	NA	500 m	Bleach bottle; sample rinse 3X
E836	1190105	2	1190105	2	33RO20210613	WCOA2021	SB3	119	1	5	11008	2	16	13.5	7/19/21	2021	7	19	3:01:42 AM	200.126	7/18/21	7:01:42 PM	5:01:00 AM	7:11:00 PM	14.0	day	34.312	-120.126	524	475.3	471.3	52.7	6.775	34.243	2	NA	9	NA	6.3	2	6.1	0.2	2	2329.9	2	NA	9	7.2761	25.12	2	38.41391316	24.935	2	89.1	2	3.38	2	27.6	2	0	2	0.02	2	NA	NA	9	2.649	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	475 m	
E837	1190107	2	1190107	2	33RO20210613	WCOA2021	SB3	119	1	7	11004	2	16	13.5	7/19/21	2021	7	19	3:07:38 AM	200.13	7/18/21	7:07:38 PM	5:01:00 AM	7:11:00 PM	14.1	day	34.312	-120.126	524	425.1	421.6	102.4	7.275	34.223	2	NA	9	NA	18.6	2	NA	NA	9	NA	9	NA	9	NA	NA	9	NA	NA	9	68.2	2	3.04	2	32.4	2	0.01	2	0.02	2	NA	NA	9	8.356	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	425 m	Bleach bottle; sample rinse 3X
E838	1190108	2	1190108	2	33RO20210613	WCOA2021	SB3	119	1	8	11027	2	16	13.5	7/19/21	2021	7	19	3:10:30 AM	200.132	7/18/21	7:10:30 PM	5:01:00 AM	7:11:00 PM	14.2	day	34.312	-120.126	524	400.6	397.4	126.6	7.456	34.217	2	NA	9	NA	22.4	2	21.2	0.698	2	2293.3	2	2291	2	7.3113	25.12	2	46.98406351	24.935	2	63.8	6	2.98	6	32.9	6	0.01	6	2.68	6	NA	NA	9	6.515	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.915521618	0.582014609			1000	NA	400 m	
E839	1190110	2	1190110	2	33RO20210613	WCOA2021	SB3	119	1	10	11067	2	16	13.5	7/19/21	2021	7	19	3:18:21 AM	200.138	7/18/21	7:18:21 PM	5:01:00 AM	7:11:00 PM	0.1	night	34.312	-120.126	524	300.3	297.9	226.1	8.598	34.194	2	NA	9	NA	41.3	2	39.7	1.305	2	2265.9	2	2273.1	2	7.3539	25.12	2	51.19351483	24.935	2	47	2	2.67	2	30.6	2	0	2	0.03	2	NA	NA	9	5.717	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.004264851	0.638730003			1000	NA	300 m	
E840	1190111	2	1190111	2	33RO20210613	WCOA2021	SB3	119	1	11	11023	2	16	13.5	7/19/21	2021	7	19	3:23:23 AM	200.141	7/18/21	7:23:23 PM	5:01:00 AM	7:11:00 PM	0.2	night	34.312	-120.126	524	200.6	199	325.0	9.292	34.072	2	NA	9	NA	85.8	2	85	2.793	2	2220.6	2	2251	2	7.4472	25.12	2	62.18590431	24.935	3	33.5	2	2.18	2	26.1	2	0.01	2	0.03	2	NA	NA	9	34.197	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.211713632	0.770435677			1000	NA	200 m	
E841	1190115	2	1190114	2	33RO20210613	WCOA2021	SB3	119	1	15	11053	2	16	13.5	7/19/21	2021	7	19	3:32:40 AM	200.148	7/18/21	7:32:40 PM	5:01:00 AM	7:11:00 PM	0.4	night	34.312	-120.126	524	100.5	99.8	424.2	9.925	33.898	2	NA	9	NA	125.2	2	122.6	4.026	2	2182.3	2	2241	2	7.5213	25.12	2	70.86584371	24.845	2	25.3	2	1.84	2	22.1	2	0.01	2	0.02	2	NA	NA	9	18.544	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.516610708	0.963848594			1000	NA	100 m	Bleach bottle; sample rinse 3X
E842	1190120	2	1190120	2	33RO20210613	WCOA2021	SB3	119	1	20	11022	2	16	13.5	7/19/21	2021	7	19	3:43:40 AM	200.155	7/18/21	7:43:40 PM	5:01:00 AM	7:11:00 PM	0.5	night	34.312	-120.126	524	30.6	30.3	493.7	13.13	33.586	2	NA	9	NA	203.1	2	197.3	6.473	2	2102.9	2	NA	9	7.7188	24.93	3	103.7461944	24.845	2	10.6	2	1.08	2	8.8	2	0.28	2	0.44	2	NA	NA	9	10.258	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	30 m	
E843	1190124	2	1190123	2	33RO20210613	WCOA2021	SB3	119	1	24	11001	2	16	13.5	7/19/21	2021	7	19	3:49:46 AM	200.16	7/18/21	7:49:46 PM	5:01:00 AM	7:11:00 PM	0.6	night	34.312	-120.126	524	3.3	3.3	520.7	18.768	33.586	2	NA	9	NA	283.5	2	282.1	9.243	2	1969	2	2236.7	2	8.0179	24.93	2	194.3226181	24.845	2	0.6	2	0.17	2	0	2	0	2	0.02	2	NA	0.9	2	17.708	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.516137188	2.918724026			1000	NA	surface	Difficult to filter (50:50 on two filters). When went for second filter; droplet (from that sample) rolled off glove finger from first sterivex and landed back in the sample water; potential glove contamination of second filter; Bleach bottle; sample rinse 3X
E844	1200101	2	1200101	2	33RO20210613	WCOA2021	SB4	120	1	1	11031	2	16	13.5	7/19/21	2021	7	19	5:23:46 AM	200.225	7/18/21	9:23:46 PM	5:01:00 AM	7:11:00 PM	2.2	night	34.276	-120.021	576	570.5	565.7	10.3	6.619	34.25	2	NA	9	NA	3.2	2	1.9	0.061	2	2351	2	2335.9	2	7.2687	25.06	2	45.40353117	24.955	2	109.5	2	3.88	2	18.4	2	0.07	2	0.02	2	NA	NA	9	137.491	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.816374127	0.519468241			1000	NA	bottom	
E845	1200102	2	1200102	2	33RO20210613	WCOA2021	SB4	120	1	2	11081	2	16	13.5	7/19/21	2021	7	19	5:27:06 AM	200.227	7/18/21	9:27:06 PM	5:01:00 AM	7:11:00 PM	2.3	night	34.276	-120.021	576	550.6	545.9	30.1	6.618	34.249	2	34.2587	2	NA	3.1	2	2	0.067	6	2350.6	2	2332.5	2	7.2706	25.06	2	43.90670346	24.955	2	109.3	2	3.85	2	18.5	2	0.07	2	0.02	2	NA	NA	9	133.315	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.800864218	0.509475461			1000	NA	550 m	
E846	1200103	2	1200103	2	33RO20210613	WCOA2021	SB4	120	1	3	11020	2	16	13.5	7/19/21	2021	7	19	5:29:39 AM	200.229	7/18/21	9:29:39 PM	5:01:00 AM	7:11:00 PM	2.3	night	34.276	-120.021	576	525.3	520.8	55.2	6.641	34.248	2	NA	9	NA	3.7	2	3.3	0.109	2	2337.3	2	NA	9	7.2714	25.06	2	46.23714036	24.955	2	99.1	2	3.56	2	24.2	2	0.02	2	0.02	2	NA	NA	9	3.475	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	525 m	
E847	1200104	2	1200104	2	33RO20210613	WCOA2021	SB4	120	1	4	11058	2	16	13.5	7/19/21	2021	7	19	5:32:40 AM	200.231	7/18/21	9:32:40 PM	5:01:00 AM	7:11:00 PM	2.4	night	34.276	-120.021	576	500.6	496.5	79.5	6.712	34.245	2	NA	9	NA	5.6	2	4.7	0.154	2	2331	6	2314.3	2	7.275	25.06	6	43.94958694	24.955	2	92.6	2	3.42	2	27.1	2	0.02	2	0.02	2	NA	NA	9	1.394	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.810535174	0.515379691			1000	NA	500 m	
E848	1200105	2	1200105	2	33RO20210613	WCOA2021	SB4	120	1	5	11008	2	16	13.5	7/19/21	2021	7	19	5:35:09 AM	200.233	7/18/21	9:35:09 PM	5:01:00 AM	7:11:00 PM	2.4	night	34.276	-120.021	576	475.2	471.3	104.7	6.835	34.239	2	NA	9	NA	8.6	2	NA	NA	9	NA	9	NA	9	NA	NA	9	NA	NA	9	85.9	2	3.29	2	29.4	2	0.02	2	0.02	2	NA	NA	9	3.578	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	475 m	
E849	1200107	2	1200107	2	33RO20210613	WCOA2021	SB4	120	1	7	11004	2	16	13.5	7/19/21	2021	7	19	5:41:07 AM	200.237	7/18/21	9:41:07 PM	5:01:00 AM	7:11:00 PM	2.5	night	34.276	-120.021	576	425.7	422.2	153.8	7.124	34.228	2	NA	9	NA	14.9	2	NA	NA	9	NA	9	NA	9	NA	NA	9	NA	NA	9	74.9	2	3.13	2	31.7	2	0.02	2	0.02	2	NA	NA	9	3.174	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	425 m	
E850	1200108	2	1200108	2	33RO20210613	WCOA2021	SB4	120	1	8	11027	2	16	13.5	7/19/21	2021	7	19	5:44:04 AM	200.239	7/18/21	9:44:04 PM	5:01:00 AM	7:11:00 PM	2.6	night	34.276	-120.021	576	400.3	397.1	178.9	7.509	34.214	2	NA	9	NA	22.1	2	20.5	0.674	2	2296.1	2	2292.2	2	7.3092	25.06	2	43.55682507	24.955	3	67.4	2	3.03	2	32	2	0.03	2	0.02	2	NA	NA	9	2.559	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.905819175	0.575885507			1000	NA	400 m	
E851	1200110	2	1200110	2	33RO20210613	WCOA2021	SB4	120	1	10	11067	2	16	13.5	7/19/21	2021	7	19	5:51:56 AM	200.244	7/18/21	9:51:56 PM	5:01:00 AM	7:11:00 PM	2.7	night	34.276	-120.021	576	300.5	298.2	277.8	8.313	34.205	2	NA	9	NA	35.7	2	36.2	1.19	2	2273.3	2	2278.6	2	7.3457	25.06	2	50.37342541	24.955	2	51.8	2	2.76	2	31	2	0.02	2	0.02	2	NA	NA	9	3.086	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.990551215	0.629744929			1000	NA	300 m	
E852	1200111	2	1200111	2	33RO20210613	WCOA2021	SB4	120	1	11	11023	2	16	13.5	7/19/21	2021	7	19	5:56:42 AM	200.248	7/18/21	9:56:42 PM	5:01:00 AM	7:11:00 PM	2.8	night	34.276	-120.021	576	200.6	199.1	376.9	8.939	34.161	2	NA	9	NA	62.3	2	62.4	2.051	2	2243.9	2	2268	2	7.4029	25.06	2	57.01245956	24.955	2	40.6	2	2.42	2	28.4	2	0.05	2	0.02	2	NA	NA	9	27.799	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.162398348	0.73877866			1000	NA	200 m	
E853	1200115	2	1200114	2	33RO20210613	WCOA2021	SB4	120	1	15	11053	2	16	13.5	7/19/21	2021	7	19	6:06:00 AM	200.254	7/18/21	10:06:00 PM	5:01:00 AM	7:11:00 PM	2.9	night	34.276	-120.021	576	100.8	100	476.0	9.974	33.888	2	NA	9	NA	123.8	2	124.2	4.079	2	2182.6	2	2236.7	2	7.5269	25.06	2	67.88585441	24.965	2	25.9	2	1.85	2	22	2	0.03	2	0.02	2	NA	NA	9	11.093	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.466619292	0.932143361			1000	NA	100 m	Bleach bottle; sample rinse 3X
E854	1200120	2	1200120	2	33RO20210613	WCOA2021	SB4	120	1	20	11022	2	16	13.5	7/19/21	2021	7	19	6:16:17 AM	200.261	7/18/21	10:16:17 PM	5:01:00 AM	7:11:00 PM	3.1	night	34.276	-120.021	576	30.7	30.4	545.6	14.849	33.562	2	33.5861	2	NA	236.3	2	226.7	7.434	2	2071.9	2	NA	9	7.8059	25.06	2	123.9587011	24.965	2	6.4	2	0.71	2	3.9	2	0.07	2	0.42	2	NA	NA	9	8.405	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	30 m	
E855	1200124	2	1200123	2	33RO20210613	WCOA2021	SB4	120	1	24	11001	2	16	13.5	7/19/21	2021	7	19	6:21:38 AM	200.265	7/18/21	10:21:38 PM	5:01:00 AM	7:11:00 PM	3.2	night	34.276	-120.021	576	3.4	3.4	572.6	18.091	33.597	2	NA	9	NA	275.3	2	274.1	8.984	2	1973.5	2	2236.2	2	8.0138	25.06	2	187.4141474	24.965	2	0.7	2	0.16	2	0	2	0.03	2	0.01	2	NA	1.6	2	5.513	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.429102689	2.857741901			1000	NA	surface	Bleach bottle; sample rinse 3X
E860.1B	1210101	2	1210101	2	33RO20210613	WCOA2021	SCORP	121	1	1	11031	2	16	13	7/19/21	2021	7	19	11:30:20 AM	200.479	7/19/21	3:30:20 AM	5:00:00 AM	7:08:00 PM	8.4	night	34.078	-119.557	89	79.3	78.7	10.3	10.493	33.797	2	NA	9	NA	132.4	2	141.7	4.652	2	2162.5	2	2232.9	2	7.5616	25.04	2	78.26457767	24.99	2	20.7	2	1.43	2	14.8	2	0.16	2	0.02	2	NA	NA	9	16.84	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.651942557	1.0504168			1000	NA	bottom	Renamed from 844.1B
E860.2B	1210102	2	1210101	2	33RO20210613	WCOA2021	SCORP	121	1	2	11081	2	16	13	7/19/21	2021	7	19	11:30:23 AM	200.479	7/19/21	3:30:23 AM	5:00:00 AM	7:08:00 PM	8.4	night	34.078	-119.557	89	79.4	78.8	10.2	10.487	33.798	2	NA	9	NA	132.4	2	141.7	4.652	2	2162.5	2	2232.9	2	7.5616	25.04	2	78.26457767	24.99	2	20.7	2	1.43	2	14.8	2	0.16	2	0.02	2	NA	NA	9	18.31	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.651942557	1.0504168			1000	NA	bottom	Renamed from 844.2B; Bleach bottle; sample rinse 3X
E860.3B	1210103	2	1210101	2	33RO20210613	WCOA2021	SCORP	121	1	3	11020	2	16	13	7/19/21	2021	7	19	11:30:26 AM	200.479	7/19/21	3:30:26 AM	5:00:00 AM	7:08:00 PM	8.4	night	34.078	-119.557	89	79.4	78.9	10.1	10.487	33.798	2	NA	9	NA	132.4	2	141.7	4.652	2	2162.5	2	2232.9	2	7.5616	25.04	2	78.26457767	24.99	2	20.7	2	1.43	2	14.8	2	0.16	2	0.02	2	NA	NA	9	16.84	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.651942557	1.0504168			1000	NA	bottom	Renamed from 844.3B; Bleach bottle; sample rinse 3X
E861.1B	1210110	2	1210110	2	33RO20210613	WCOA2021	SCORP	121	1	10	11067	2	16	13	7/19/21	2021	7	19	11:40:19 AM	200.486	7/19/21	3:40:19 AM	5:00:00 AM	7:08:00 PM	8.5	night	34.077	-119.558	89	30.6	30.4	58.6	16.886	33.505	2	NA	9	NA	267.9	2	262.8	8.613	2	2027.6	2	NA	9	7.902	25.04	2	152.3664166	24.99	2	2.5	2	0.23	2	0	2	0	2	0.02	2	NA	NA	9	6.248	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	mid	Renamed from 845.1B
E861.2B	1210111	2	1210110	2	33RO20210613	WCOA2021	SCORP	121	1	11	11023	2	16	13	7/19/21	2021	7	19	11:40:22 AM	200.486	7/19/21	3:40:22 AM	5:00:00 AM	7:08:00 PM	8.5	night	34.077	-119.558	89	30.5	30.3	58.7	16.872	33.521	2	NA	9	NA	267.9	2	262.8	8.613	2	2027.6	2	NA	9	7.902	25.04	2	152.3664166	24.99	2	2.5	2	0.23	2	0	2	0	2	0.02	2	NA	NA	9	6.248	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	mid	Renamed from 845.2B; Bleach bottle; sample rinse 3X; airlocked at ~500mL so split into two filters.
E861.3B	1210112	2	1210110	2	33RO20210613	WCOA2021	SCORP	121	1	12	11026	2	16	13	7/19/21	2021	7	19	11:40:25 AM	200.486	7/19/21	3:40:25 AM	5:00:00 AM	7:08:00 PM	8.5	night	34.077	-119.558	89	30.6	30.3	58.7	16.973	33.526	2	NA	9	NA	267.9	2	262.8	8.613	2	2027.6	2	NA	9	7.902	25.04	2	152.3664166	24.99	2	2.5	2	0.23	2	0	2	0	2	0.02	2	NA	2.9	2	6.248	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	mid	Renamed from 845.3B; Bleach bottle; sample rinse 3X
E862.1B	1210118	2	1210117	2	33RO20210613	WCOA2021	SCORP	121	1	18	11002	2	16	13	7/19/21	2021	7	19	11:47:21 AM	200.491	7/19/21	3:47:21 AM	5:00:00 AM	7:08:00 PM	8.7	night	34.077	-119.558	89	3.3	3.3	85.7	19.588	33.592	2	NA	9	NA	266.6	2	268	8.78	2	1979.5	2	2236	2	8.0087	25.04	2	180.5626177	24.99	2	0.6	2	0.16	2	0	2	0	2	0.02	2	NA	0.9	2	7.706	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.357810113	2.822196459			1000	NA	surface	Renamed from 846.1B; This series difficult to filter. Very turbulent. Sterivex on outlet.
E862.2B	1210119	2	1210117	2	33RO20210613	WCOA2021	SCORP	121	1	19	11028	2	16	13	7/19/21	2021	7	19	11:47:23 AM	200.491	7/19/21	3:47:23 AM	5:00:00 AM	7:08:00 PM	8.7	night	34.077	-119.558	89	3.3	3.3	85.7	19.589	33.592	2	NA	9	NA	266.6	2	268	8.78	2	1979.5	2	2236	2	8.0087	25.04	2	180.5626177	24.99	2	0.6	2	0.16	2	0	2	0	2	0.02	2	NA	0.9	2	7.15	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.357810113	2.822196459			1000	NA	surface	Renamed from 846.2B; Bleach bottle; sample rinse 3X; Sterivex on outlet
E862.3B	1210120	2	1210117	2	33RO20210613	WCOA2021	SCORP	121	1	20	11022	2	16	13	7/19/21	2021	7	19	11:47:25 AM	200.491	7/19/21	3:47:25 AM	5:00:00 AM	7:08:00 PM	8.7	night	34.077	-119.558	89	3.2	3.2	85.8	19.589	33.592	2	NA	9	NA	266.6	2	268	8.78	2	1979.5	2	2236	2	8.0087	25.04	2	180.5626177	24.99	2	0.6	2	0.16	2	0	2	0	2	0.02	2	NA	0.9	2	7.15	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.357810113	2.822196459			1000	NA	surface	Renamed from 846.3B; Bleach bottle; sample rinse 3X; Sterivex on outlet
E863	1220101	2	1220101	2	33RO20210613	WCOA2021	SB5	122	1	1	11031	2	16	13.5	7/19/21	2021	7	19	1:30:50 PM	200.563	7/19/21	5:30:50 AM	5:01:00 AM	7:09:00 PM	0.5	day	34.159	-119.717	353	345.5	342.7	10.3	8.107	34.208	2	34.214	2	NA	29.4	2	29.3	0.962	2	2280.3	2	2282.8	2	7.3341	24.99	2	49.58221292	24.885	2	57.2	2	2.85	2	30.9	2	0.06	2	0.09	2	NA	NA	9	73.849	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.961306648	0.611294046			1000	NA	bottom	Renamed from 847
E864	1220102	2	1220102	2	33RO20210613	WCOA2021	SB5	122	1	2	11081	2	16	13.5	7/19/21	2021	7	19	1:34:18 PM	200.565	7/19/21	5:34:18 AM	5:01:00 AM	7:09:00 PM	0.6	day	34.159	-119.717	353	300.5	298.2	54.8	8.41	34.203	2	NA	9	NA	37.1	2	36.3	1.194	6	2270.5	6	2277.4	2	7.3468	24.99	2	50.47764611	24.885	2	50.9	2	2.76	2	31.1	2	0.02	2	0.01	2	NA	NA	9	17.107	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.002557425	0.63747041			1000	NA	300 m	Renamed from 848
E865	1220103	2	1220103	2	33RO20210613	WCOA2021	SB5	122	1	3	11020	2	16	13.5	7/19/21	2021	7	19	1:38:49 PM	200.569	7/19/21	5:38:49 AM	5:01:00 AM	7:09:00 PM	0.6	day	34.159	-119.717	353	200.2	198.7	154.3	9.001	34.142	2	NA	9	NA	66.3	2	65.1	2.138	2	2239.7	2	2264.7	2	7.4077	24.99	6	57.08443054	24.885	6	39.3	2	2.4	2	28.2	2	0.02	2	0.01	2	NA	NA	9	24.281	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.169073383	0.743065721			1000	NA	200 m	Renamed from 849
E866	1220107	2	1220106	2	33RO20210613	WCOA2021	SB5	122	1	7	11004	2	16	13.5	7/19/21	2021	7	19	1:49:18 PM	200.576	7/19/21	5:49:18 AM	5:01:00 AM	7:09:00 PM	0.8	day	34.159	-119.717	353	100.4	99.7	253.3	9.936	33.89	2	NA	9	NA	123.5	2	123.3	4.05	2	2184.2	2	2245.4	2	7.5237	24.99	2	72.42352047	24.885	2	25.7	2	1.83	2	22	2	0.03	2	0.01	2	NA	NA	9	13.802	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.54565384	0.98229381			1000	NA	100 m	Renamed from 850; Bleach bottle; sample rinse 3X
E867	1220113	2	1220113	2	33RO20210613	WCOA2021	SB5	122	1	13	11054	2	16	13.5	7/19/21	2021	7	19	2:05:08 PM	200.587	7/19/21	6:05:08 AM	5:01:00 AM	7:09:00 PM	1.1	day	34.159	-119.717	353	20.5	20.3	332.7	18.286	33.578	2	NA	9	NA	272.7	2	265.8	8.71	2	2024.9	2	2239.3	2	7.9049	24.99	2	160.9506479	24.885	2	1.3	2	0.25	2	0.1	2	0.03	2	0.01	2	NA	1.3	2	10.458	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.7002358	2.388968173			1000	NA	DCM	Renamed from 851; DCM/high oxygen
E868	1220117	2	1220116	2	33RO20210613	WCOA2021	SB5	122	1	17	11052	2	16	13.5	7/19/21	2021	7	19	2:10:23 PM	200.591	7/19/21	6:10:23 AM	5:01:00 AM	7:09:00 PM	1.2	day	34.16	-119.717	353	3.5	3.5	349.5	18.517	33.581	2	33.599	2	NA	271.8	2	272.4	8.925	2	1984.9	2	2239.5	2	7.9978	24.99	2	182.0817008	24.885	2	0.5	2	0.16	2	0	2	0.02	2	0.01	2	NA	1.1	2	5.947	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.31643551	2.787846615			1000	NA	surface	Renamed from 852; Bleach bottle; sample rinse 3X
E869	NOT CTD	NA	NOT CTD	NA	33RO20210613	WCOA2021	La Goleta (LG)	122.5	NA	Bucket1	NA	NA	NA	13.5	7/19/21	NA	NA	NA	4:30:00 PM	NA	7/19/21	8:30:00 AM	5:01:00 AM	7:10:00 PM	3.5	day	34.38	-119.85	60.46	NA	0.00	60.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3216.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			1000	NA	surface	Renamed from 853. Visible methane bubbles!; Had to split on two filters
E870	NOT CTD	NA	NOT CTD	NA	33RO20210613	WCOA2021	La Goleta (LG)	122.5	NA	Bucket2	NA	NA	NA	13.5	7/19/21	NA	NA	NA	4:45:00 PM	NA	7/19/21	8:45:00 AM	5:01:00 AM	7:10:00 PM	3.7	day	34.38	-119.85	60.46	NA	0.00	60.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3216.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			1000	NA	surface	Renamed from 854. Visible methane bubbles!; Had to split on two filters; Dave sampled first on this bucket with hands somewhat in water. I poured off some of the surface water before sampling.
E871	NOT CTD	NA	NOT CTD	NA	33RO20210613	WCOA2021	La Goleta (LG)	122.5	NA	Underway System	NA	NA	NA	13.5	7/19/21	NA	NA	NA	5:15:00 PM	NA	7/19/21	9:15:00 AM	5:01:00 AM	7:10:00 PM	4.2	day	34.38	-119.85	60.46	NA	5.20	55.26	16.07	33.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			1000	NA	5.2 m	Renamed from 855. Visible methane bubbles!
